"station_in","莘庄","外环路","莲花路","锦江乐园","上海南站","漕宝路","上海体育馆","徐家汇","衡山路","常熟路","陕西南路","黄陂南路","人民广场","新闸路","汉中路","上海火车站","中山北路","延长路","上海马戏城","汶水路","彭浦新村","共康路","通河新村","呼兰路","共富新村","宝安公路","友谊西路","浦东国际机场","海天三路","远东大道","凌空路","川沙","华夏东路","创新中路","唐镇","广兰路","金科路","张江高科","龙阳路","世纪公园","上海科技馆","世纪大道","东昌路","陆家嘴","南京东路","南京西路","静安寺","江苏路","中山公园","娄山关路","威宁路","北新泾","淞虹路","虹桥2号航站楼","虹桥火车站","石龙路","龙漕路","漕溪路","宜山路","虹桥路","延安西路","金沙江路","曹杨路","镇坪路","中潭路","宝山路","东宝兴路","虹口足球场","赤峰路","大柏树","江湾镇","殷高西路","长江南路","淞发路","张华浜","淞滨路","水产路","宝杨路","友谊路","铁力路","上海体育场","东安路","大木桥路","鲁班路","西藏南路","南浦大桥","塘桥","蓝村路","浦电路","浦东大道","杨树浦路","大连路","临平路","海伦路","春申路","银都路","颛桥","北桥","剑川路","东川路","金平路","华宁路","文井路","港城路","外高桥保税区北","航津路","外高桥保税区南","洲海路","五洲大道","东靖路","巨峰路","五莲路","博兴路","金桥路","云山路","德平路","北洋泾路","民生路","源深体育中心","上海儿童医学中心","临沂新村","高科西路","东明路","高青路","华夏西路","上南路","灵岩南路","花木路","芳华路","锦绣路","杨高南路","云台路","耀华路","长清路","后滩","龙华中路","肇嘉浜路","昌平路","长寿路","岚皋路","新村路","大华三路","行知路","大场镇","场中路","上大路","南陈路","上海大学","祁华路","顾村公园","刘行","潘广路","罗南新村","沈杜公路","联航路","江月路","浦江镇","芦恒路","凌兆新村","东方体育中心","杨思","成山路","中华艺术宫","陆家浜路","老西门","大世界","曲阜路","中兴路","西藏北路","曲阳路","四平路","鞍山新村","江浦路","黄兴路","延吉中路","黄兴公园","翔殷路","嫩江路","杨高中路","商城路","小南门","马当路","打浦桥","嘉善路","桂林路","漕河泾开发区","合川路","星中路","七宝","中春路","九亭","泗泾","佘山","洞泾","松江大学城","松江新城","松江体育中心","醉白池","新江湾城","殷高东路","三门路","江湾体育场","五角场","国权路","同济大学","邮电新村","四川北路","天潼路","豫园","新天地","上海图书馆","交通大学","宋园路","伊犁路","水城路","龙溪路","上海动物园","虹桥1号航站楼","龙柏新村","紫藤路","罗山路","御桥","浦三路","三林东","三林","龙耀路","云锦路","龙华","上海游泳馆","隆德路","枫桥路","真如","上海西站","李子园路","祁连山路","武威路","桃浦新村","南翔","马陆","嘉定新城","白银路","嘉定西","上海赛车场","昌吉东路","上海汽车城","安亭","兆丰路","光明路","金海路","申江路","金京路","杨高北路","东陆路","复兴岛","爱国路","隆昌路","宁国路","江浦公园","提篮桥","国际客运中心","金运路","金沙江西路","丰庄","祁连山南路","真北路","大渡河路","武宁路","滴水湖","临港大道","书院","惠南东","惠南","上海野生动物园","新场","航头东","鹤沙航城","周浦东","华夏中路","富锦路","徐泾东","江杨北路","闵行开发区","美兰湖","市光路","松江南站","航中路","嘉定北","花桥"
"杨思",13,12,11,10,9,8,7,6,7,8,8,9,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,19,18,17,16,15,14,13,12,11,10,9,8,9,9,8,9,9,8,9,9,8,9,10,11,12,13,14,15,10,9,8,7,8,9,10,10,11,12,12,13,12,13,14,15,16,17,18,19,20,21,22,23,24,7,6,6,5,4,5,6,7,8,9,10,11,12,11,14,15,16,17,18,19,20,21,22,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,6,5,4,5,5,4,3,2,9,7,6,5,3,2,3,4,5,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,7,6,5,4,3,2,1,0,1,3,5,6,7,9,10,11,13,13,14,15,16,17,18,19,20,9,7,6,6,7,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,20,19,18,17,16,15,14,12,10,9,7,7,8,7,9,10,11,12,13,14,13,14,6,5,4,3,2,2,3,4,5,9,11,12,13,14,15,16,17,18,19,20,21,22,21,22,23,24,25,26,21,20,19,18,17,16,15,14,13,12,11,10,16,15,14,13,12,11,10,16,15,14,13,12,11,10,9,8,7,7,23,16,25,23,26,21,22,15,23,27
"成山路",13,12,11,10,9,8,7,7,8,7,7,8,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,18,17,16,15,14,13,12,11,10,9,8,7,8,8,7,8,8,7,8,8,9,10,11,12,13,14,15,16,10,10,9,8,9,10,11,11,11,11,11,12,11,12,13,14,15,16,17,18,19,20,21,22,23,6,5,5,4,3,4,5,6,7,8,9,10,11,10,14,15,16,17,18,19,20,21,22,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,5,4,3,4,5,5,4,3,8,6,5,4,2,1,2,3,4,6,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,8,7,6,5,4,3,2,1,0,2,4,5,6,8,9,10,12,12,13,14,15,16,17,18,19,8,6,5,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,19,18,17,16,15,14,13,11,9,8,6,6,8,8,10,11,12,13,14,15,14,15,7,6,5,4,3,3,4,5,6,10,12,13,14,15,16,17,18,19,20,21,22,23,22,23,24,25,26,27,20,19,18,17,16,15,14,13,12,11,10,9,17,16,15,14,13,12,11,17,16,15,14,13,12,11,10,9,8,8,22,17,24,23,26,20,23,16,24,28
"中华艺术宫",12,11,10,9,8,7,6,6,7,6,5,6,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,18,17,16,15,14,13,12,11,10,9,8,7,7,6,5,6,6,5,6,7,8,9,10,11,12,13,14,15,9,9,8,7,8,9,10,10,10,9,9,10,9,10,11,12,13,14,15,16,17,18,19,20,21,5,4,3,2,1,2,3,4,5,6,7,8,9,8,13,14,15,16,17,18,19,20,21,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,4,5,6,6,5,8,6,5,4,2,1,2,3,4,5,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,10,9,8,7,6,5,4,3,2,0,2,3,4,6,7,8,10,10,11,12,13,14,15,16,17,6,4,3,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19,20,21,17,16,15,14,13,12,11,9,7,6,4,4,6,7,9,10,11,12,13,14,13,14,9,8,7,6,5,5,6,7,7,9,11,12,13,14,15,16,17,18,19,20,21,22,21,22,23,24,25,26,18,17,16,15,14,13,12,11,10,9,8,7,16,15,14,13,12,11,10,19,18,17,16,15,14,13,12,11,10,8,20,16,22,22,25,18,22,15,23,27
"陆家浜路",12,11,10,9,8,7,6,5,5,4,3,4,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,4,4,3,4,5,6,7,8,9,10,11,12,13,9,8,7,6,6,7,8,8,8,7,7,8,7,8,9,10,11,12,13,14,15,16,17,18,19,5,4,3,2,1,2,3,4,4,4,5,6,7,6,13,14,15,16,17,18,19,20,21,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,5,6,5,6,7,8,8,7,7,7,7,6,4,3,4,5,5,4,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,12,11,10,9,8,7,6,5,4,2,0,1,2,4,5,6,8,8,9,10,11,12,13,14,15,4,2,1,1,2,3,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,14,13,12,11,10,9,7,5,4,2,2,4,5,7,8,9,10,11,12,11,12,8,9,9,8,7,7,8,7,6,7,9,10,11,12,13,14,15,16,17,18,19,20,19,20,21,22,23,24,16,15,14,13,12,11,10,9,8,7,6,5,14,13,12,11,10,9,8,18,17,16,15,14,13,12,11,10,9,7,18,14,20,22,23,16,21,13,21,25
"老西门",12,11,10,9,8,7,6,5,4,3,2,3,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,4,3,2,3,4,5,6,7,8,9,10,11,12,9,8,7,6,5,6,7,7,7,6,6,7,6,7,8,9,10,11,12,13,14,15,16,17,18,6,5,4,3,2,3,4,5,5,5,6,6,6,5,13,14,15,16,17,18,19,20,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,6,7,6,7,8,9,9,8,8,8,8,7,5,4,5,6,6,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,13,12,11,10,9,8,7,6,5,3,1,0,1,3,4,5,7,7,8,9,10,11,12,13,14,5,3,2,2,3,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,14,13,12,11,10,9,8,6,4,3,1,1,3,4,6,7,8,9,10,11,10,11,9,10,10,9,8,8,8,7,6,6,8,9,10,11,12,13,14,15,16,17,18,19,18,19,20,21,22,23,17,16,15,14,12,11,10,9,8,7,5,4,13,12,11,10,9,8,7,19,18,17,16,15,14,13,12,11,10,8,17,13,19,22,22,15,21,12,20,24
"大世界",13,12,11,10,9,8,7,6,5,4,3,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,2,3,4,5,6,7,8,9,10,11,10,9,8,7,6,6,6,6,6,5,5,6,5,6,7,8,9,10,11,12,13,14,15,16,17,7,6,5,4,3,4,5,6,6,6,7,6,6,5,14,15,16,17,18,19,20,21,22,20,19,18,17,16,15,14,13,13,12,11,10,9,8,7,6,7,8,7,8,9,10,10,9,9,9,9,8,6,5,6,7,7,5,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,14,13,12,11,10,9,8,7,6,4,2,1,0,2,3,4,6,7,8,9,10,11,12,13,14,6,4,3,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19,20,21,14,13,12,11,10,9,8,6,4,3,2,2,4,5,7,8,9,10,11,11,11,12,10,11,11,10,9,9,9,8,7,5,7,8,9,10,11,12,13,14,15,16,17,18,17,18,19,20,21,22,17,16,15,14,12,11,10,9,8,7,5,4,12,11,10,9,8,7,6,20,19,18,17,16,15,14,13,12,11,9,16,12,18,23,21,15,22,13,19,23
"曲阜路",13,12,11,10,9,8,7,6,5,4,3,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,2,3,4,5,6,7,8,9,10,11,10,9,8,7,6,6,6,6,6,5,4,4,3,4,5,6,7,8,9,10,11,12,13,14,15,7,6,7,6,5,6,7,7,6,6,5,4,4,3,14,15,16,17,18,19,20,21,22,18,17,16,15,14,13,12,11,12,12,11,10,9,8,7,6,8,9,9,10,11,12,12,11,9,9,10,10,8,7,8,8,7,5,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,16,15,14,13,12,11,10,9,8,6,4,3,2,0,1,2,4,5,6,7,8,9,10,11,12,6,6,5,5,6,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,12,11,10,9,8,7,6,4,2,1,3,4,4,5,7,8,9,10,11,11,11,12,10,11,12,12,11,10,9,8,7,5,7,8,9,10,11,12,13,14,15,16,17,18,17,18,19,20,21,22,15,14,13,12,10,9,8,7,6,5,3,2,12,11,10,9,8,7,6,20,19,18,17,16,15,14,13,12,11,9,16,12,16,23,21,13,22,13,19,23
"中兴路",14,13,12,11,10,9,8,7,6,5,4,3,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,3,4,5,6,7,8,9,10,11,12,11,10,9,8,7,7,7,7,7,6,4,3,2,3,4,5,6,7,8,9,10,11,12,13,14,8,7,8,7,6,7,8,8,7,7,6,5,5,4,15,16,17,18,19,20,21,22,23,19,18,17,16,15,14,13,12,13,13,12,11,10,9,8,7,9,10,10,11,12,13,13,12,10,10,11,11,9,8,9,9,8,6,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,17,16,15,14,13,12,11,10,9,7,5,4,3,1,0,1,3,4,5,6,7,8,9,10,11,7,7,6,6,7,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,11,10,9,8,7,6,5,5,3,2,4,5,5,6,8,9,10,11,12,12,12,13,11,12,13,13,12,11,10,9,8,6,8,9,10,11,12,13,14,15,16,17,18,19,18,19,20,21,22,23,16,15,14,13,11,10,9,8,7,6,4,3,13,12,11,10,9,8,7,21,20,19,18,17,16,15,14,13,12,10,17,13,15,24,22,12,23,14,20,24
"西藏北路",15,14,13,12,11,10,9,8,7,6,5,4,3,4,5,4,5,6,7,8,9,10,11,12,13,14,15,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,4,5,6,7,8,9,10,11,12,13,12,11,10,9,8,8,8,7,6,5,3,2,1,2,3,4,5,6,7,8,9,10,11,12,13,9,8,9,8,7,8,9,9,8,8,7,6,5,4,16,17,18,19,20,21,22,23,24,20,19,18,17,16,15,14,13,14,14,13,12,11,10,9,8,10,11,11,12,13,14,14,13,11,11,12,12,10,9,10,10,9,7,6,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,18,17,16,15,14,13,12,11,10,8,6,5,4,2,1,0,2,3,4,5,6,7,8,9,10,8,8,7,7,8,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,10,9,8,7,6,5,4,4,4,3,5,6,6,7,9,10,11,12,13,13,13,14,12,13,14,14,13,12,11,10,9,7,8,9,10,11,12,13,14,15,16,17,18,19,18,19,20,21,22,23,17,16,15,14,12,11,10,9,8,7,5,4,14,13,12,11,10,9,8,22,21,20,19,18,17,16,15,14,13,11,16,14,14,25,21,11,24,15,20,24
"曲阳路",17,16,15,14,13,12,11,10,9,8,7,6,5,6,5,4,5,6,7,8,9,10,11,12,13,14,15,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,8,7,6,6,7,8,9,10,11,12,13,14,15,14,13,12,11,10,10,8,7,6,5,3,2,1,2,3,4,5,6,7,8,9,10,11,12,13,11,10,11,10,9,10,11,10,9,7,6,5,4,3,18,19,20,21,22,23,24,25,26,19,18,17,16,15,14,13,12,13,14,14,13,12,11,10,9,11,12,13,14,15,16,16,15,12,12,13,14,12,11,12,12,11,9,8,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,19,18,17,16,15,14,13,12,10,8,7,6,4,3,2,0,1,2,3,4,5,6,7,8,9,9,9,9,10,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,8,7,6,5,4,3,2,2,4,5,7,8,8,9,11,12,13,14,15,15,15,16,13,14,15,16,15,14,13,12,11,8,8,9,10,11,12,13,14,15,16,17,18,19,18,19,20,21,22,23,16,15,14,13,11,10,9,8,7,6,6,6,14,13,12,11,10,9,8,23,22,21,20,19,18,17,16,15,14,12,16,16,14,27,21,9,26,17,20,24
"四平路",18,17,16,15,14,13,12,11,10,9,8,7,6,6,5,4,5,6,7,8,9,10,11,12,13,14,15,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,6,5,7,8,9,9,10,11,12,13,14,15,15,14,13,12,11,10,8,7,6,5,3,3,2,3,4,5,6,7,8,9,10,11,12,13,14,12,11,11,10,9,10,10,9,8,6,5,4,3,2,19,20,21,22,23,24,25,26,27,18,17,16,15,14,13,12,11,12,13,13,12,11,10,9,8,10,11,12,13,14,15,16,15,11,11,12,13,12,11,12,13,12,10,8,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,19,18,17,16,15,14,13,12,10,8,7,7,5,4,3,1,0,1,2,3,4,5,6,7,8,8,9,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,7,6,5,4,3,2,1,1,3,4,6,8,9,10,12,13,14,15,16,15,16,17,12,13,14,15,15,15,14,13,12,8,8,9,10,11,12,13,14,15,16,17,18,19,18,19,20,21,22,23,15,14,13,12,10,9,8,7,6,5,5,5,14,13,12,11,10,9,8,22,21,20,19,18,17,16,15,14,13,11,16,16,15,28,21,8,27,18,20,24
"鞍山新村",19,18,17,16,15,14,13,12,11,10,9,8,7,7,6,5,6,7,8,9,10,11,12,13,14,15,16,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,8,7,6,8,9,10,10,11,12,13,14,15,16,16,15,14,13,12,11,9,8,7,6,4,4,3,4,5,6,7,8,9,10,11,12,13,14,15,13,12,12,11,10,11,11,10,9,7,6,5,4,3,20,21,22,23,24,25,26,27,28,19,18,17,16,15,14,13,12,13,14,14,13,12,11,10,9,11,12,13,14,15,16,17,16,12,12,13,14,13,12,13,14,13,11,9,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,21,20,19,18,17,16,15,14,13,11,9,8,8,6,5,4,2,1,0,1,2,3,4,5,6,9,9,10,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,8,7,6,5,4,3,2,2,4,5,7,9,10,11,13,14,15,16,17,16,17,18,13,14,15,16,16,16,15,14,13,9,9,10,11,12,13,14,15,16,17,18,19,20,19,20,21,22,23,24,16,15,14,13,11,10,9,8,7,6,6,6,15,14,13,12,11,10,9,23,22,21,20,19,18,17,16,15,14,12,17,17,16,29,22,7,28,19,21,25
"江浦路",20,19,18,17,16,15,14,13,12,11,10,9,8,8,7,6,7,8,9,10,11,12,13,14,15,16,17,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,9,8,7,9,10,11,11,12,13,14,15,16,17,17,16,15,14,13,12,10,9,8,7,5,5,4,5,6,7,8,9,10,11,12,13,14,15,16,14,13,13,12,11,12,12,11,10,8,7,6,5,4,21,22,23,24,25,26,27,28,29,20,19,18,17,16,15,14,13,14,15,15,14,13,12,11,10,12,13,14,15,16,17,18,17,13,13,14,15,14,13,14,15,14,12,10,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,22,21,20,19,18,17,16,15,14,12,10,9,9,7,6,5,3,2,1,0,1,2,3,4,5,10,10,11,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,9,8,7,6,5,4,3,3,5,6,8,10,11,12,14,15,16,17,18,17,18,19,14,15,16,17,17,17,16,15,14,10,10,11,12,13,14,15,16,17,18,19,20,21,20,21,22,23,24,25,17,16,15,14,12,11,10,9,8,7,7,7,16,15,14,13,12,11,10,24,23,22,21,20,19,18,17,16,15,13,18,18,17,30,23,6,29,20,22,26
"黄兴路",21,20,19,18,17,16,15,14,13,12,11,10,9,9,8,7,8,9,10,11,12,13,14,15,16,17,18,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,10,9,8,10,11,12,12,13,14,15,16,17,18,18,17,16,15,14,13,11,10,9,8,6,6,5,6,7,8,9,10,11,12,13,14,15,16,17,15,14,14,13,12,13,13,12,11,9,8,7,6,5,22,23,24,25,26,27,28,29,30,21,20,19,18,17,16,15,14,15,16,16,15,14,13,12,11,13,14,15,16,17,18,19,18,14,14,15,16,15,14,15,16,15,13,11,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,23,22,21,20,19,18,17,16,15,13,11,10,10,8,7,6,4,3,2,1,0,1,2,3,4,11,11,12,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,10,9,8,7,6,5,4,4,6,7,9,11,12,13,15,16,17,18,19,18,19,20,15,16,17,18,18,18,17,16,15,11,11,12,13,14,15,16,17,18,19,20,21,22,21,22,23,24,25,26,18,17,16,15,13,12,11,10,9,8,8,8,17,16,15,14,13,12,11,25,24,23,22,21,20,19,18,17,16,14,19,19,18,31,24,5,30,21,23,27
"延吉中路",22,21,20,19,18,17,16,15,14,13,12,11,10,10,9,8,9,10,11,12,13,14,15,16,17,18,19,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,11,10,9,11,12,13,13,14,15,16,17,18,19,19,18,17,16,15,14,12,11,10,9,7,7,6,7,8,9,10,11,12,13,14,15,16,17,18,16,15,15,14,13,14,14,13,12,10,9,8,7,6,23,24,25,26,27,28,29,30,31,22,21,20,19,18,17,16,15,16,17,17,16,15,14,13,12,14,15,16,17,18,19,20,19,15,15,16,17,16,15,16,17,16,14,12,11,11,12,13,14,15,16,17,18,19,20,21,22,23,24,24,23,22,21,20,19,18,17,16,14,12,11,11,9,8,7,5,4,3,2,1,0,1,2,3,12,12,13,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,11,10,9,8,7,6,5,5,7,8,10,12,13,14,16,17,18,19,20,19,20,21,16,17,18,19,19,19,18,17,16,12,12,13,14,15,16,17,18,19,20,21,22,23,22,23,24,25,26,27,19,18,17,16,14,13,12,11,10,9,9,9,18,17,16,15,14,13,12,26,25,24,23,22,21,20,19,18,17,15,20,20,19,32,25,4,31,22,24,28
"黄兴公园",23,22,21,20,19,18,17,16,15,14,13,12,11,11,10,9,10,11,12,13,14,15,16,17,18,19,20,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,10,12,13,14,14,15,16,17,18,19,20,20,19,18,17,16,15,13,12,11,10,8,8,7,8,9,10,11,12,13,14,15,16,17,18,19,17,16,16,15,14,15,15,14,13,11,10,9,8,7,24,25,26,27,28,29,30,31,32,23,22,21,20,19,18,17,16,17,18,18,17,16,15,14,13,15,16,17,18,19,20,21,20,16,16,17,18,17,16,17,18,17,15,13,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,25,24,23,22,21,20,19,18,17,15,13,12,12,10,9,8,6,5,4,3,2,1,0,1,2,13,13,14,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,12,11,10,9,8,7,6,6,8,9,11,13,14,15,17,18,19,20,21,20,21,22,17,18,19,20,20,20,19,18,17,13,13,14,15,16,17,18,19,20,21,22,23,24,23,24,25,26,27,28,20,19,18,17,15,14,13,12,11,10,10,10,19,18,17,16,15,14,13,27,26,25,24,23,22,21,20,19,18,16,21,21,20,33,26,3,32,23,25,29
"翔殷路",24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,10,11,12,13,14,15,16,17,18,19,20,21,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,13,12,11,13,14,15,15,16,17,18,19,20,21,21,20,19,18,17,16,14,13,12,11,9,9,8,9,10,11,12,13,14,15,16,17,18,19,20,18,17,17,16,15,16,16,15,14,12,11,10,9,8,25,26,27,28,29,30,31,32,33,24,23,22,21,20,19,18,17,18,19,19,18,17,16,15,14,16,17,18,19,20,21,22,21,17,17,18,19,18,17,18,19,18,16,14,13,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,25,24,23,22,21,20,19,18,16,14,13,13,11,10,9,7,6,5,4,3,2,1,0,1,14,14,15,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,13,12,11,10,9,8,7,7,9,10,12,14,15,16,18,19,20,21,22,21,22,23,18,19,20,21,21,21,20,19,18,14,14,15,16,17,18,19,20,21,22,23,24,25,24,25,26,27,28,29,21,20,19,18,16,15,14,13,12,11,11,11,20,19,18,17,16,15,14,28,27,26,25,24,23,22,21,20,19,17,22,22,21,34,27,2,33,24,26,30
"嫩江路",25,24,23,22,21,20,19,18,17,16,15,14,13,13,12,11,12,13,14,15,16,17,18,19,20,21,22,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,14,13,12,14,15,16,16,17,18,19,20,21,22,22,21,20,19,18,17,15,14,13,12,10,10,9,10,11,12,13,14,15,16,17,18,19,20,21,19,18,18,17,16,17,17,16,15,13,12,11,10,9,26,27,28,29,30,31,32,33,34,25,24,23,22,21,20,19,18,19,20,20,19,18,17,16,15,17,18,19,20,21,22,23,22,18,18,19,20,19,18,19,20,19,17,15,14,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,26,25,24,23,22,21,20,19,17,15,14,14,12,11,10,8,7,6,5,4,3,2,1,0,15,15,16,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,14,13,12,11,10,9,8,8,10,11,13,15,16,17,19,20,21,22,23,22,23,24,19,20,21,22,22,22,21,20,19,15,15,16,17,18,19,20,21,22,23,24,25,26,25,26,27,28,29,30,22,21,20,19,17,16,15,14,13,12,12,12,21,20,19,18,17,16,15,29,28,27,26,25,24,23,22,21,20,18,23,23,22,35,28,1,34,25,27,31
"杨高中路",16,15,14,13,12,11,10,9,9,8,7,6,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,2,3,4,6,7,8,9,10,11,12,13,14,15,13,12,11,10,10,10,10,10,10,9,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,9,8,7,6,5,5,4,3,2,2,3,4,5,6,17,18,19,20,21,22,23,24,25,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,4,5,6,7,8,9,10,11,5,5,6,7,7,7,8,9,9,8,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,16,15,14,13,12,11,10,9,8,6,4,5,6,6,7,8,9,8,9,10,11,12,13,14,15,0,2,3,5,6,7,11,12,13,14,15,16,17,18,19,20,21,22,23,24,15,14,13,12,11,10,9,7,6,5,5,6,8,9,11,12,13,14,15,15,15,16,6,7,8,9,10,11,12,11,10,9,11,12,13,14,15,16,17,18,19,20,21,22,21,22,23,24,25,26,14,13,12,11,10,9,8,7,6,5,5,6,16,15,14,13,12,11,10,16,15,14,13,12,11,10,9,8,7,5,20,16,22,26,25,16,25,17,23,27
"商城路",14,13,12,11,10,9,8,7,7,6,5,6,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,2,3,4,6,7,8,9,10,11,12,13,14,15,11,10,9,8,8,9,10,10,10,9,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,7,6,5,4,3,4,4,3,2,2,3,4,5,6,15,16,17,18,19,20,21,22,23,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,4,5,6,7,8,9,10,9,5,5,6,7,6,5,6,7,7,6,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,14,13,12,11,10,9,8,7,6,4,2,3,4,6,7,8,9,8,9,10,11,12,13,14,15,2,0,1,3,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,15,14,13,12,11,10,9,7,6,5,4,4,6,7,9,10,11,12,13,14,13,14,6,7,8,9,9,9,10,9,8,9,11,12,13,14,15,16,17,18,19,20,21,22,21,22,23,24,25,26,14,13,12,11,10,9,8,7,6,5,5,6,16,15,14,13,12,11,10,16,15,14,13,12,11,10,9,8,7,5,20,16,22,24,25,16,23,15,23,27
"小南门",13,12,11,10,9,8,7,6,6,5,4,5,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,3,4,4,5,6,7,8,9,10,11,12,13,14,10,9,8,7,7,8,9,9,9,8,8,9,8,9,10,11,12,13,14,15,16,17,18,19,20,6,5,4,3,2,3,4,4,3,3,4,5,6,7,14,15,16,17,18,19,20,21,22,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,5,6,6,7,8,9,9,8,6,6,7,7,5,4,5,6,6,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,13,12,11,10,9,8,7,6,5,3,1,2,3,5,6,7,9,9,10,11,12,13,14,15,16,3,1,0,2,3,4,8,9,10,11,12,13,14,15,16,17,18,19,20,21,16,15,14,13,12,11,10,8,6,5,3,3,5,6,8,9,10,11,12,13,12,13,7,8,9,9,8,8,9,8,7,8,10,11,12,13,14,15,16,17,18,19,20,21,20,21,22,23,24,25,15,14,13,12,11,10,9,8,7,6,6,6,15,14,13,12,11,10,9,17,16,15,14,13,12,11,10,9,8,6,19,15,21,23,24,17,22,14,22,26
